Model Name,Girder Type,Nb,L,S,w_oh,ts_U,ts_O,fc_deck,fc_girder,rail_left,rail_right,b_rail_left,b_rail_right,o_rail_left,o_rail_right,q_rail_left,q_rail_right,G1 - max_axial,G1 - max_shear,G1 - max_lat_shear,G1 - max_torsion,G1 - max_bm,G1 - max_lat_bm,G2 - max_axial,G2 - max_shear,G2 - max_lat_shear,G2 - max_torsion,G2 - max_bm,G2 - max_lat_bm,G3 - max_axial,G3 - max_shear,G3 - max_lat_shear,G3 - max_torsion,G3 - max_bm,G3 - max_lat_bm,G4 - max_axial,G4 - max_shear,G4 - max_lat_shear,G4 - max_torsion,G4 - max_bm,G4 - max_lat_bm,G1-A1-X,G2-A1-X,G3-A1-X,G4-A1-X,G1-A2-X,G2-A2-X,G3-A2-X,G4-A2-X,G1-A1-Y,G2-A1-Y,G3-A1-Y,G4-A1-Y,G1-A2-Y,G2-A2-Y,G3-A2-Y,G4-A2-Y,G1-A1-Z,G2-A1-Z,G3-A1-Z,G4-A1-Z,G1-A2-Z,G2-A2-Z,G3-A2-Z,G4-A2-Z
Tx46-L_75-Nb_4-S_70-O_30-ts_100,Tx46,4,900,84,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,18813.71875,26304.51172,3345.646729,577174.6875,5142932.5,3336.25,-177.2483521,7853.859863,2173.296631,437478.25,2596874.5,3359.484375,2.113598585,1728.719482,2998.670166,183719.8438,706696.5,3688.535156,10072.65234,1559.661743,2611.703857,116512.3438,4851.4375,1439.625,0,0,0,0,0,0,0,0,37989.26563,996.3381348,2244.652588,-3730.226563,37989.26563,996.3381348,2244.652588,-3730.226563,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_70-O_35-ts_85,Tx46,4,900,84,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,24929.71094,28535.2832,2883.057617,594212.8125,5581257,297,-235.1970215,7133.973145,3383.159668,449224.5,2439381,3127.363281,8.863821983,928.057373,3230.273682,138942.8125,506286.625,3629.0625,13139.12207,1414.468018,3346.034912,64895.6875,2142.75,1161.5,0,0,0,0,0,0,0,0,40246.88672,-1194.555298,1432.463867,-2984.76416,40246.88281,-1194.555298,1432.463867,-2984.76416,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_70-O_35-ts_100,Tx46,4,900,84,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,19622.74414,27427.38086,2270.925537,566721.5,5337964.5,1187.501953,-190.7105103,7825.481445,2783.16333,455992.5938,2544093.75,3193.90625,2.910392761,1436.932983,2529.823975,184946.5313,639254.9375,3568.256836,9057.302734,1818.182617,2715.343018,110990.2813,4658.375,1103.783203,0,0,0,0,0,0,0,0,39861.14844,-487.6034546,2087.640625,-3961.158203,39861.14844,-487.6034546,2087.640625,-3961.158203,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_15-ts_85,Tx46,4,900,96,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,25438.9375,25076.73047,8577.579102,653503.125,5019783,1031496.875,-158.5868073,7445.610352,1943.533203,364387.5,2688581.75,1764.353516,-26.25425911,1334.741211,6607.157715,92255.32031,611386.5,2574.814453,19107.25,635.6860352,3456.788574,54051.4375,1844.21875,11552,0,0,0,0,0,0,0,0,33154.23047,5029.435547,1090.298828,-1773.933228,33154.23047,5029.435547,1090.298828,-1773.933228,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_15-ts_100,Tx46,4,900,96,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,21882.61719,24292.97852,8091.461914,646613.25,4835509,1056586.625,-183.13797,7936.657227,1449.814819,374589.2813,2747053.25,1454.78125,-4.531543255,1862.291992,6036.592285,132791.3438,728843.375,2394.564453,16110.04883,948.5482788,2974.525635,87254.40625,3826.53125,10320.75,0,0,0,0,0,0,0,0,32906.61719,5388.852539,1685.352417,-2480.791504,32906.61719,5388.852539,1685.352417,-2480.791504,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_20-ts_85,Tx46,4,900,96,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,26263.73828,26263.89453,7921.626953,661670.9375,5242155,804806.625,-169.0621185,7015.199219,2323.736816,377397.8438,2595812,1667.1875,-25.44292068,1074.791504,6268.568848,87199.23438,538190.125,2538.527344,19134.23438,772.7141724,3625.079102,48848.46875,1635.34375,9218,0,0,0,0,0,0,0,0,34941.10938,3472.886719,969.4256592,-1883.392944,34941.10938,3472.886719,969.4256592,-1883.392944,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_20-ts_100,Tx46,4,900,96,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,22105.28711,25396.6543,7322.479492,647993.0625,5039903,825725.625,-185.6115417,7627.36084,1731.865234,388273.8438,2674257,1419.875,-5.163032532,1610.14978,5588.201172,129533.8203,660036.375,2363,15774.12012,1124.871094,3081.108887,83939.03125,3598.889648,7602.03125,0,0,0,0,0,0,0,0,34673.17969,3880.619873,1586.495361,-2640.266846,34673.17969,3880.619629,1586.495361,-2640.266846,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_25-ts_85,Tx46,4,900,96,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,27383.65625,27453.09375,7125.900391,664614.625,5464578.5,533483.875,-182.7918091,6639.562012,2775.838623,391661.9063,2503462.75,1479.346191,-24.66026497,802.9387817,5882.101074,82833.11719,464912.9375,2480,19055.92969,912.4128418,3819.554443,42127.53125,1427.793457,5750.875,0,0,0,0,0,0,0,0,36709.87891,1958.684082,818.449707,-1986.982544,36709.87891,1958.684082,818.449707,-1986.982544,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_25-ts_100,Tx46,4,900,96,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,22636.55469,26506.76172,6425.728516,645615.0625,5244802,554042.25,-191.4796448,7310.72168,2123.137207,403212.5313,2602616.25,1297.375,-5.691742897,1341.771362,5100.314453,127023.5781,590726.25,2306.855469,15342.9541,1306.848755,3211.869141,78431.9375,3371.0625,3428.5,0,0,0,0,0,0,0,0,36410.09766,2439.952881,1440.055908,-2790.07666,36410.09766,2439.952881,1440.055908,-2790.076416,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_30-ts_85,Tx46,4,900,96,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,28737.27148,28651.70117,6220.004395,662328.625,5682997,219319.6719,-198.2676239,6412.681152,3295.277832,407163.4375,2412772.5,1250.75,-23.77496147,531.6897583,5450.384277,79185.11719,392583.3125,2409.375,18858.47852,1053.869019,4028.95166,34671.15625,1226.205078,1493.6875,0,0,0,0,0,0,0,0,38478.14844,445.1677856,666.2407227,-2089.52417,38478.14844,445.1677856,666.2407227,-2089.52417,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_30-ts_100,Tx46,4,900,96,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,23412.16211,27625.71875,5430.049805,638378.125,5445257.5,243333.125,-198.9942627,7122.15918,2580.999268,419347.8438,2532905.5,1137.804688,-5.990520477,1073.203735,4574.635742,125563.6328,522296.125,2240,14806.77832,1490.99231,3356.744629,71850.875,3146.21875,1231.6875,0,0,0,0,0,0,0,0,38144.58203,1004.467957,1288.703369,-2937.721436,38144.58203,1004.467957,1288.703369,-2937.721436,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_35-ts_85,Tx46,4,900,96,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,30311.71094,29835.45117,5228.662598,654951.875,5897468.5,1470.875,-214.392868,6188.4375,3879.792236,423872.9375,2323921,1009.625,-22.81365967,404.940918,4980.077637,76216.60938,321106.9688,2332.25,18549.08398,1192.839233,4248.35791,26520.59375,1031.253906,1287.949219,0,0,0,0,0,0,0,0,40246.08984,-1069.219238,514.3200684,-2191.161133,40246.08984,-1069.219238,514.3200684,-2191.161133,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_80-O_35-ts_100,Tx46,4,900,96,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,24413.81055,28730.62305,4358.986328,626520.9375,5641168,2496.663086,-207.0935364,7002.254395,3102.597412,436637.5,2465258.75,968.28125,-6.133166313,806.0411377,4016.703613,124823.7188,454751.875,2168.942383,14172.71094,1671.840576,3511.201904,64280.9375,2929.25,988.9375,0,0,0,0,0,0,0,0,39878.67969,-431.3526611,1136.557373,-3083.854004,39878.67969,-431.3526611,1136.557373,-3083.854004,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_15-ts_85,Tx46,4,900,108,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,29266.6582,26219.48828,10942.61035,717553.625,5293508,1387699.5,-177.6674194,6821.002441,2385.004395,341671.25,2610324.25,-303.6875,-8.10749054,698.2314453,8314.595703,47334.96875,443386.3125,1545.714844,22422.98242,595.9668579,4179.907227,26415.60938,963.625,16506.5,0,0,0,0,0,0,0,0,33701.86719,4786.32373,371.2926636,-1359.453125,33701.86719,4786.32373,371.2926636,-1359.452881,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_15-ts_100,Tx46,4,900,108,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,25377.74414,25426.15234,10351.2793,712435.875,5102106,1410002.75,-145.1980896,7439.242676,1870.313721,357937.8125,2690800,43.4375,0.582917273,1258.726318,7638.961426,87601.58594,561742.75,1467.75,19240.94531,946.8766479,3597.041992,58162.25,2656.1875,15409.5,0,0,0,0,0,0,0,0,33427.0625,5164.496582,916.3409424,-2007.869019,33427.0625,5164.496582,916.3409424,-2007.869019,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_20-ts_85,Tx46,4,900,108,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,30310.37109,27372.80273,10300.24609,726891.875,5514625.5,1154073.25,-183.47052,6300.546387,2737.943848,353143.0313,2501087.75,-405.1308594,-8.644036293,469.3727722,8013.745117,43380.42188,375056.1875,1556.5,22633.54883,678.6179199,4405.885742,23426.0625,785.28125,14529.5,0,0,0,0,0,0,0,0,35355.02734,3300.229248,261.3215942,-1416.55127,35355.02734,3300.229492,261.3215942,-1416.55127,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_20-ts_100,Tx46,4,900,108,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,25828.31055,26506.53516,9590.235352,713837.75,5305249,1171426.375,-152.0992126,7041.180664,2173.741943,370700.2813,2604465.5,-38.75,-1.035871148,1027.900635,7220.112793,82582.88281,495282.875,1472,19144.45898,1065.08374,3766.32251,53797.90625,2427.225098,12933.8125,0,0,0,0,0,0,0,0,35069.30859,3719.402344,815.1854248,-2103.863525,35069.30859,3719.402344,815.1853638,-2103.863525,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_25-ts_85,Tx46,4,900,108,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,31620.39063,28527.67969,9522.525391,729068.5,5736154,876207,-192.0634918,5877.224121,3142.650391,365760.125,2391734.25,-588.125,-9.201365471,262.65802,7671.97998,40004.51953,306292.9375,1550.070313,22751.04688,762.3716431,4654.561523,20395.65625,609.125,11858.375,0,0,0,0,0,0,0,0,36995.21875,1845.198486,129.0577698,-1469.443237,36995.21875,1845.198486,129.0577698,-1469.443237,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_25-ts_100,Tx46,4,900,108,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,26560.19727,27592.26367,8706.183594,710456.875,5509297.5,892539.3125,-161.6142273,6640.619141,2526.525635,384554.3438,2518518.75,-199.71875,-2.584130049,782.4442749,6768.145508,78073.39063,428002.25,1456.091797,18965.07422,1186.62439,3957.511475,47824.03125,2198.151367,9479,0,0,0,0,0,0,0,0,36688.67578,2326.805908,677.5146484,-2192.965088,36688.67578,2326.805908,677.5146484,-2192.965088,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_30-ts_85,Tx46,4,900,108,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,33135.43359,29691.09375,8636.983398,726061.4375,5954241,555603.5,-202.0878143,5552.61377,3701.265381,379552.125,2283945.25,-807.6308594,-9.625638962,403.228302,7290.301758,36760.01563,238101.0156,1533.666016,22758.75391,847.0666504,4914.827637,17165.96875,439.5141602,8514,0,0,0,0,0,0,0,0,38634.83984,390.675354,-3.945892334,-1521.540894,38634.83984,390.675293,-3.945922852,-1521.540894,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_30-ts_100,Tx46,4,900,108,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,27507.74219,28686.05664,7725.849121,702184,5709516,574759.5,-172.4508057,6428.541992,2977.461914,399525.7188,2434343.5,-393.84375,-3.905426025,536.7393799,6282.992676,74003.35156,361249.9375,1430.866211,18688.07422,1309.449585,4160.490234,41110.28125,1973.544922,5104.96875,0,0,0,0,0,0,0,0,38305.99609,938.2766724,536.229126,-2280.472412,38305.99609,938.2766113,536.229126,-2280.472412,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_35-ts_85,Tx46,4,900,108,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,34844.98438,30839.85352,7668.541016,717956.625,6168904,194352.1406,-212.6535492,5230.415527,4340.630371,394469.4063,2177923.25,-1037.46875,-9.911347389,690.0445557,6875.268066,33633.92188,170429.6719,1511.125,22663.69727,929.7994385,5181.945801,16726.39063,276.96875,4616.5,0,0,0,0,0,0,0,0,40273.92188,-1064.348755,-136.5693054,-1572.975342,40273.92188,-1064.348999,-136.5693054,-1572.975342,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_90-O_35-ts_100,Tx46,4,900,108,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,28655.10938,29765.94141,6672.845215,689258.5,5905757,220332.6875,-183.7538452,6218.916992,3559.241211,415562.0625,2352138.25,-596.5234375,-5.032373428,414.5036316,5770.147461,71202.5625,295070.5,1401.220703,18320.00391,1429.681641,4370.897461,33722.9375,1756.847656,1055.1875,0,0,0,0,0,0,0,0,39922.78906,-450.3834839,394.5086365,-2366.881836,39922.78906,-450.3834839,394.5086365,-2366.881836,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_15-ts_85,Tx46,4,900,120,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,32403.88867,27153.34375,13284.09375,783359.75,5532699,1767862.75,-146.5467377,6280.217285,2811.589355,323841.625,2510100,-1401.207031,-5.506353855,219.2524567,9920.091797,35451.125,302171.4688,792.25,24905.98633,512.7731934,4856.72168,18150.85938,439.265625,20334.75,0,0,0,0,0,0,0,0,34180.17969,4492.073242,-147.9836121,-1024.240723,34180.17969,4492.073242,-147.9836121,-1024.240723,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_15-ts_100,Tx46,4,900,120,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,28397.71875,26375.84375,12620.98438,780659.75,5339735,1787859,-132.1793213,6907.454102,2205.297852,338176.6563,2608095,-1290.4375,-3.221493483,703.164856,9229.322266,56171.86719,415143.25,577.5214844,21774.92383,869.045105,4197.191406,34854.1875,1833.367676,19456.5625,0,0,0,0,0,0,0,0,33899.77344,4889.401855,314.3127441,-1603.462158,33899.77344,4889.401855,314.3126221,-1603.462158,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_20-ts_85,Tx46,4,900,120,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,33581.08984,28267.87695,12645.33496,793138.625,5751780,1528221,-155.2237549,5692.331055,3194.672852,332784.4688,2386159.25,-1527.707031,-6.271445751,139.1993256,9652.071289,31928.43359,240101.5938,846.5,25191.09961,556.5498657,5115.137207,23396.875,297.6879883,18657.875,0,0,0,0,0,0,0,0,35718.44141,3067.842529,-238.4220276,-1047.831909,35718.44141,3067.842529,-238.4220276,-1047.831909,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_20-ts_100,Tx46,4,900,120,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,29010.67773,27427.43359,11861.25977,781553.625,5541322,1542480.25,-138.7572632,6439.437012,2543.085205,349936.875,2509058.5,-1391.625,-4.781101227,497.972168,8836.540039,52739.02734,352190.4375,623.125,21817.40234,943.0848389,4409.963867,30180.6875,1623.4375,17246,0,0,0,0,0,0,0,0,35434.24609,3500.916992,220.9579163,-1656.089966,35434.24609,3500.916992,220.9577942,-1656.089966,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_25-ts_85,Tx46,4,900,120,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,34999.31641,29383.91211,11876.32227,794710.8125,5971539,1244886.25,-166.1261292,5218.533691,3629.624512,342518.625,2261695.5,-1726.375,-7.032003403,392.3083191,9350.177734,28492.73047,177371.1563,887.625,25393.23047,600.555542,5391.929688,29468.70313,159.9604492,16606.125,0,0,0,0,0,0,0,0,37247.58984,1666.314453,-345.6445923,-1068.231445,37247.58984,1666.314453,-345.6444702,-1068.231445,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_25-ts_100,Tx46,4,900,120,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,29881.20703,28484.02148,10984.06152,777259.625,5744133.5,1257386.375,-147.4973907,6010.915527,2930.986816,362633.5313,2409783.5,-1563.9375,-6.191487789,305.8036804,8417.499023,49436.78906,288194.9375,652.3398438,21787.89648,1018.969666,4641.331543,25157.10938,1413.978516,14422.34375,0,0,0,0,0,0,0,0,36951.27344,2153.112305,99.24539185,-1703.598877,36951.27344,2153.112305,99.24536133,-1703.598877,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_30-ts_85,Tx46,4,900,120,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,36599.54297,30507.92773,11002.67871,791194.8125,6188319,919101.5,-178.1818695,4815.731445,4113.397949,353197.375,2138706,-1957.421875,-7.663199902,648.2592163,9013.745117,25166.92969,114938.2969,920.125,25494.74219,645.178894,5676.506348,35738.17188,28.40625,14163.375,0,0,0,0,0,0,0,0,38776.16016,265.2483521,-453.3584595,-1088.019409,38776.16016,265.2483521,-453.3584595,-1088.019165,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_30-ts_100,Tx46,4,900,120,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,30944.13281,29548.18164,10013.95215,768152,5943633,933651,-157.3010712,5722.904785,3367.5,376355.2813,2312134,-1766.21875,-7.38620472,294.1488037,7970.154785,46256.75391,224468.5,673,21668.4707,1095.728516,4881.351074,22039.5625,1209.09375,11006.25,0,0,0,0,0,0,0,0,38466.56641,808.5800781,-25.18011475,-1749.937134,38466.56641,808.5800781,-25.18023682,-1749.937134,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_35-ts_85,Tx46,4,900,120,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,38373.46094,31617.66406,10049.38574,782625.125,6402103,552808.125,-190.6705627,4415.195801,4676.67627,364823.5313,2017409,-2197.1875,-8.144599915,903.2160645,8648.912109,24662.78125,52782.46875,946.5683594,25502.45898,688.2796631,5964.400391,42165.53125,-96.53125,11397.5625,0,0,0,0,0,0,0,0,40304.04688,-1135.967041,-560.7307739,-1107.318115,40304.04688,-1135.967041,-560.730835,-1107.318115,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_100-O_35-ts_100,Tx46,4,900,120,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,32185.88672,30598.74414,8974.490234,754401.125,6139633.5,573342.3125,-167.4673767,5437.205078,3851.715088,391044.1875,2216356.5,-1975.378906,-8.381593704,554.6756592,7499.637207,43187.70313,161081.9063,688.75,21465.14844,1170.496338,5125.913086,18735.35938,1011.25,7113.25,0,0,0,0,0,0,0,0,39981.21094,-535.8430786,-149.8394165,-1795.49939,39981.21094,-535.8430786,-149.8392944,-1795.49939,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_15-ts_85,Tx46,4,900,132,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,34809.51172,27927.42383,15558.01074,851160.875,5745160.5,2167121.75,-155.2285767,5728.208496,3037.273926,304269.125,2394200,-2444.490234,-2.86683774,162.9071045,11601.44824,38203.40625,185241.5313,432.7988281,26592.27344,405.4190063,5401.887695,39138.21875,161.4533691,25961,0,0,0,0,0,0,0,0,34603.11719,4172.77832,-520.8805542,-754.986084,34603.11719,4172.77832,-520.8805542,-754.9859619,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_15-ts_100,Tx46,4,900,132,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,30818.5957,27173.67969,14845.62695,850582.75,5552604.5,2184887.5,-119.8090591,6421.208008,2503.60376,322249,2508402.5,-1942.154297,-0.54988414,276.7663574,10782.20117,45694.20313,288951.7813,56.625,23643.42578,744.3748779,4723.101563,22924.23438,1126.82666,26174.75,0,0,0,0,0,0,0,0,34320.55078,4589.378418,-148.6187439,-1261.279053,34320.55078,4589.378418,-148.6187439,-1261.279053,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_20-ts_85,Tx46,4,900,132,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,36046.61328,29000.57617,14912.65137,860129.8125,5961503.5,1921851.5,-160.5020294,5090.18457,3421.281738,311808.9375,2257692,-2579.152344,-3.442745209,377.7927551,11334.60254,44696,130378.3984,511.75,26870.34961,424.7801208,5674.466309,43802.17188,38.90625,21618.25,0,0,0,0,0,0,0,0,36040.49219,2803.615967,-584.8864746,-759.1885376,36040.49219,2803.615967,-584.8862305,-759.1885376,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_20-ts_100,Tx46,4,900,132,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,31535.08203,28193.75,14080.34473,850813.9375,5752251,1933261.75,-127.1962967,5898.625488,2796.238037,331630.125,2397864.25,-2085.501953,-2.192509413,170.4764709,10391.66016,42183.94141,230514.5,131.7460938,23746.60547,787.5800781,4961.746582,20527.92188,942.5634766,20498.25,0,0,0,0,0,0,0,0,35760.75781,3251.710938,-227.1687012,-1285.268555,35760.75781,3251.710938,-227.1687012,-1285.268555,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_25-ts_85,Tx46,4,900,132,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,37502.90625,30075.29688,14142.44238,861220.75,6178693,1633518.375,-167.6487579,4573.666016,3870.475586,320060.6563,2120371,-2777.625,-3.988856077,598.708374,11034.42969,50759.34375,74731.40625,580.5,27073.99219,443.8131409,5960.900879,49014.29688,-82.359375,20015.625,0,0,0,0,0,0,0,0,37471.64063,1450.987549,-661.6922607,-760.9060059,37471.64063,1450.987549,-661.6922607,-760.9060059,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_25-ts_100,Tx46,4,900,132,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,32488.32617,29218.75586,13203.43066,845295,5953353.5,1642557.75,-136.3448181,5439.173828,3195.743408,341654.0938,2286598.75,-2291.0625,-3.710951805,288.5484314,9977.139648,38756.17188,170902.9063,194.125,23787.06055,831.5389404,5215.285645,19175.125,759.15625,18190.5,0,0,0,0,0,0,0,0,37187.79297,1945.538818,-327.9932861,-1305.310303,37187.79297,1945.538818,-327.9931641,-1305.310303,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_30-ts_85,Tx46,4,900,132,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,39123.13672,31157.61328,13271.41016,857356.125,6393264.5,1303144.375,-175.729126,4109.466309,4368.632324,329214.625,1984442.375,-3004.78125,-4.41312933,821.3835449,10696.79199,56293.9375,19190.75,641.875,27186.15234,463.0466614,6251.098633,54287.1875,-198.875,18215.75,0,0,0,0,0,0,0,0,38902.22266,98.82348633,-738.8555298,-762.1569214,38902.22266,98.82348633,-738.8555298,-762.1569824,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_30-ts_100,Tx46,4,900,132,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,33615.35156,30251.00781,12237.4834,835538.125,6151565,1313548,-146.3414612,5088.657227,3656.216309,352532.4063,2176828.5,-2522.78125,-5.040942192,526.0508423,9532.123047,35430.35547,111374.9844,248.7988281,23745.45898,875.9677124,5473.966309,24514.5625,580.375,15530.5,0,0,0,0,0,0,0,0,38613.36719,642.0515747,-430.9016418,-1324.485718,38613.36719,642.0513916,-430.9015198,-1324.485718,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_35-ts_85,Tx46,4,900,132,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,40900.98828,32226.0957,12324.49414,848520.0625,6605173,932544.8125,-184.1551514,3676.668213,4915.615234,339269.5,1850134.625,-3239.1875,-4.688685417,1043.319092,10327.40625,61352,1708.25,697.625,27213.5,481.1253357,6540.971191,59582.60938,-310.4301758,16247.875,0,0,0,0,0,0,0,0,40332.03125,-1253.195435,-815.7581787,-763.0496826,40332.03125,-1253.195435,-815.7581787,-763.0496826,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_110-O_35-ts_100,Tx46,4,900,132,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,34904.69141,31270.03906,11205.89453,821180.125,6346670.5,948143.5,-156.6123505,4740.354004,4164.82959,364887.3125,2068835.5,-2759.9375,-6.182629585,762.440918,9061.084961,32201.01172,52017.3125,298.3417969,23627.42383,918.8790283,5733.968262,30039.46875,407.84375,12589,0,0,0,0,0,0,0,0,40038.20703,-661.1112061,-533.9492798,-1343.116943,40038.20703,-661.1112061,-533.9492798,-1343.116943,0,0,0,0,0,0,0,0
Tx46-L_75-Nb_4-S_120-O_15-ts_85,Tx46,4,900,144,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,36467.31641,28569.05273,17725.92383,919018.4375,5934873.5,2580544.75,-125.7808685,5258.305176,3330.334473,284247.7813,2270845.5,-3164.4375,1.335894704,419.0553894,13221.64355,68967.04688,90777.86719,46.06054688,27513.98828,306.5605774,5846.1875,54823.8125,-56.2487793,33021.125,0,0,0,0,0,0,0,0,34966.84375,3842.393555,-762.5646973,-546.6429443,34966.84375,3842.393555,-762.5646973,-546.6429443,0,0,0,0,0,0,0,0
