Model Name,Girder Type,Nb,L,S,w_oh,ts_U,ts_O,fc_deck,fc_girder,rail_left,rail_right,b_rail_left,b_rail_right,o_rail_left,o_rail_right,q_rail_left,q_rail_right,G1 - max_axial,G1 - max_shear,G1 - max_lat_shear,G1 - max_torsion,G1 - max_bm,G1 - max_lat_bm,G2 - max_axial,G2 - max_shear,G2 - max_lat_shear,G2 - max_torsion,G2 - max_bm,G2 - max_lat_bm,G3 - max_axial,G3 - max_shear,G3 - max_lat_shear,G3 - max_torsion,G3 - max_bm,G3 - max_lat_bm,G4 - max_axial,G4 - max_shear,G4 - max_lat_shear,G4 - max_torsion,G4 - max_bm,G4 - max_lat_bm,G1-A1-X,G2-A1-X,G3-A1-X,G4-A1-X,G1-A2-X,G2-A2-X,G3-A2-X,G4-A2-X,G1-A1-Y,G2-A1-Y,G3-A1-Y,G4-A1-Y,G1-A2-Y,G2-A2-Y,G3-A2-Y,G4-A2-Y,G1-A1-Z,G2-A1-Z,G3-A1-Z,G4-A1-Z,G1-A2-Z,G2-A2-Z,G3-A2-Z,G4-A2-Z
Tx28-L_45-Nb_4-S_60-O_15-ts_85,Tx28,4,540,72,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11106.43457,14188.41309,4138.984375,313994.2813,1620299,273630.25,-199.7817078,4409.890137,976.2820435,219846.2188,906814.6875,2267.990234,-40.04139328,1201.30896,2917.465576,85735.04688,283061.875,2761.78125,7097.583008,247.9297791,1892.141113,38494.46875,1789.648682,1386.34375,0,0,0,0,0,0,0,0,20446.28906,2174.157715,880.4406738,-1000.869019,20446.28906,2174.157715,880.4406738,-1000.869019,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_15-ts_100,Tx28,4,540,72,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,9621.568359,13798.70313,3900.307129,310212.0625,1559430.375,283902.25,-170.3024597,4600.661133,790.9558716,227783.1563,918695.75,2253.960938,-31.38097954,1441.088623,2654.155273,103628.125,318321.9063,2659.771484,6058.146484,191.2963715,1690.031128,52744.95313,3178.888672,1337.681641,0,0,0,0,0,0,0,0,20439.31836,2286.802246,1138.782471,-1364.887085,20439.32031,2286.802246,1138.782349,-1364.887085,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_20-ts_85,Tx28,4,540,72,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11492.68848,15075.86914,3370.70874,325316.2813,1711276.375,130805.6406,-214.7553101,4104.849609,1202.854614,228906.6875,870082.875,2278.375,-37.22043228,1031.05481,2565.185791,81136.60938,252175.25,2642.563477,6696.941895,163.3466797,1894.340332,36276.66406,1634.368896,1241.575195,0,0,0,0,0,0,0,0,21913.64258,828.2450562,829.6896973,-1071.558472,21913.64258,828.2451172,829.6896973,-1071.558472,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_20-ts_100,Tx28,4,540,72,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,9710.714844,14637.47363,3088.350342,318860.2188,1643859.625,143750.7813,-181.4363251,4363.001465,979.946167,237774.2031,888692.625,2299.256836,-29.75027275,1266.244629,2250.517822,100218.9844,288855.25,2559.125,5506.444824,276.0966797,1653.417969,51720.33984,2988.53418,1196.28125,0,0,0,0,0,0,0,0,21906.93164,970.4278564,1079.834351,-1457.175049,21906.93164,970.4278564,1079.834351,-1457.175049,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_25-ts_85,Tx28,4,540,72,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12120.75781,15961.67285,2482.467529,331155.9688,1801474.25,1209.061523,-233.872879,3963.508545,1566.477905,238845.9531,834043.1875,2202.536133,-34.81883621,852.9841919,2179.895508,76978.15625,221453.4688,2506.96875,6229.80127,275.0438843,1912.135498,33073.79688,1481.252686,1038.21875,0,0,0,0,0,0,0,0,23365.48047,-483.8256836,757.1815186,-1138.819458,23365.48047,-483.8256836,757.1815186,-1138.819336,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_25-ts_100,Tx28,4,540,72,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,10048.29004,15476.47266,2172.844238,321791.9688,1727583.25,1153.65918,-196.3213501,4213.313477,1272.22644,248676.6406,859677.8125,2268.320313,-28.53096008,1081.151245,1821.86084,97306.59375,259468.875,2446.75,4903.465332,406.6126404,1633.306519,49330.58594,2798.203125,985.703125,0,0,0,0,0,0,0,0,23350.63086,-294.3367615,988.1116943,-1544.389038,23350.63086,-294.3366394,988.1116943,-1544.38916,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_30-ts_85,Tx28,4,540,72,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12945.81543,16851.54492,1512.240479,333778.9063,1889184.5,-1229.537109,-254.9959564,3824.301514,2062.250732,249578.9375,799299,2090.3125,-32.42140579,676.2158203,1768.850464,73206.20313,191349.6719,2364.978516,5699.896484,387.2070313,1938.368896,29397.92969,1334.311035,791.78125,0,0,0,0,0,0,0,0,24814.84375,-1793.459595,684.1727905,-1205.537964,24814.84375,-1793.459595,684.1727905,-1205.537964,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_30-ts_100,Tx28,4,540,72,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,10585.85254,16318.17188,1189.935181,321660.25,1808623.75,-1086.375977,-212.9524536,4128.997559,1711.752319,260354.1094,832065.6875,2207.116211,-27.25896645,897.1072998,1393.386108,94761.71875,230735.3906,2331.71875,4254.109863,537.8533325,1623.766235,46277.46875,2612.21875,724.046875,0,0,0,0,0,0,0,0,24790.32617,-1553.139893,893.5369873,-1630.705811,24790.32617,-1553.139893,893.5369873,-1630.705933,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_35-ts_85,Tx28,4,540,72,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13952.89551,17726.52344,538.8538208,333324.1875,1974578,-3614.53125,-276.8768005,3686.645508,2713.332031,261019.6875,765940,1965.96875,-29.98583031,501.1286926,1470.63269,70313.42969,161812.8906,2222.861328,5121.682129,496.7227478,1970.681763,25268.42188,1193.237305,522.4375,0,0,0,0,0,0,0,0,26261.39648,-3101.167969,611.5473022,-1271.758545,26261.39648,-3101.167725,611.5472412,-1271.758545,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_60-O_35-ts_100,Tx28,4,540,72,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11303.91309,17145.55469,323.1384277,318680.4375,1887117,-3231.59375,-230.2129669,4045.946533,2307.558594,272709.4063,805908.875,2137.300781,-25.90764999,715.0169067,1071.517334,92532.73438,202636.4063,2219.53125,3571.473389,666.1504517,1622.992432,42608.04688,2432.641602,435.5615234,0,0,0,0,0,0,0,0,26227.16992,-2809.459717,798.7824097,-1716.475586,26227.16992,-2809.459717,798.7824097,-1716.475342,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_15-ts_85,Tx28,4,540,84,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13011.55469,15147.81348,5835.547363,347334.9688,1759907.25,450277.9375,-192.1007233,3996.809326,1128.130615,203583.0313,884624.75,419.296875,-37.58322906,696.02948,4063.700195,54831.45703,202482.8906,1672.189453,8840.755859,141.7029114,2322.503174,20367.30469,902.8144531,2850.5625,0,0,0,0,0,0,0,0,20704.63281,2166.595215,325.0709229,-696.2807007,20704.63281,2166.595215,325.0708618,-696.2807007,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_15-ts_100,Tx28,4,540,84,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11353.99023,14755.30762,5514.088867,345233.8125,1693439.875,456792.1563,-164.5379028,4240.6875,932.1179199,215218.0938,904956.5625,389.4199219,-30.02575493,946.543335,3719.322754,74038.28125,239942.9063,1502.5625,7680.948242,255.0298767,2060.12915,32264.625,1889.644043,1693.5,0,0,0,0,0,0,0,0,20711.2832,2236.67627,561.6637573,-1009.60437,20711.2832,2236.676025,561.6637573,-1009.60437,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_20-ts_85,Tx28,4,540,84,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13574.44336,16007.14551,5063.982422,357571.9063,1851245.25,298872.8125,-203.3206329,3643.206055,1362.361938,210601.0938,838411.75,372.8945313,-35.93767929,559.1553345,3728.590332,49542.9375,174297.5313,1623.425781,8594.484375,204.894104,2380.9646,17640.65625,771.6289063,1977.9375,0,0,0,0,0,0,0,0,22012.85156,924.2705078,290.6830444,-727.7902832,22012.85352,924.2705078,290.6831055,-727.7902832,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_20-ts_100,Tx28,4,540,84,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11620.95898,15575.57422,4694.689453,352495.1563,1778135.375,308115.9063,-174.4330292,3917.513184,1108.017578,223686.625,867204.375,372.4609375,-29.72498322,800.8225098,3333.208008,69483.85938,212065.0938,1462.197266,7316.501953,334.2108765,2086.768311,29890.98438,1706.953125,1059.737305,0,0,0,0,0,0,0,0,22033.36523,1004.044434,517.8974609,-1055.287231,22033.36523,1004.044556,517.8973389,-1055.287231,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_25-ts_85,Tx28,4,540,84,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14356.26172,16864.96289,4178.672852,362484.0625,1942091.75,119588.9844,-217.9750214,3403.523926,1717.19873,218391.7188,792586.75,250.0390625,-34.38729858,415.5053711,3381.456299,44582.68359,145992.0313,1562.125,8290.870117,268.4628296,2449.900635,14367.86719,644.6345215,975.3730469,0,0,0,0,0,0,0,0,23310.99414,-295.2839966,241.2205048,-756.9130859,23310.99414,-295.2839966,241.2205048,-756.9130859,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_25-ts_100,Tx28,4,540,84,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12114.17773,16396.0293,3778.483398,354217,1862480.375,134846.9531,-187.4762421,3742.702393,1415.662354,232912.875,830022.4375,285.7255859,-29.4938488,645.5203857,2934.261475,65278.13281,183977.4219,1410.6875,6908.43457,415.1042786,2125.922607,26709.15625,1527.804199,890.5341797,0,0,0,0,0,0,0,0,23338.41406,-191.024353,450.0838318,-1097.453613,23338.41406,-191.024353,450.0838013,-1097.453613,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_30-ts_85,Tx28,4,540,84,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15315.2041,17726.5918,3216.317139,364168.3125,2030777.5,104.875,-234.2140045,3165.135742,2205.498047,226912.375,748024.9375,96.19921875,-32.7089386,272.6209106,3014.94458,40054.64844,118036.3828,1495.266602,7931.208008,331.8207397,2522.014404,10850.19531,525.0234375,805.2529297,0,0,0,0,0,0,0,0,24606.97461,-1512.755005,191.3385162,-785.5386353,24606.97461,-1512.755005,191.3385162,-785.5386353,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_30-ts_100,Tx28,4,540,84,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12787.33984,17219.11719,2800.098145,352854.1563,1944502.5,168.5722656,-201.8989105,3568.609375,1829.487915,242839.0156,794171.1875,172.796875,-29.07274437,490.6861267,2522.237305,61382.34375,156274.8281,1355.6875,6457.771973,496.0101318,2171.217285,23140.51563,1355.851563,691.9414063,0,0,0,0,0,0,0,0,24640.19141,-1381.344116,380.1129761,-1138.941772,24640.19141,-1381.344116,380.112915,-1138.941772,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_35-ts_85,Tx28,4,540,84,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16439.73828,18573.97266,2209.834229,362712.1563,2117446.25,-2209.487305,-251.0352631,2989.721924,2809.221924,236065.3438,704838.4375,-66.28125,-30.87811852,201.7262421,2637.934814,36116.57422,90409.97656,1427.15625,7529.254395,393.1315918,2594.827881,7110.726563,411.9858398,625.7275391,0,0,0,0,0,0,0,0,25900.39258,-2728.254395,141.6125336,-813.7328491,25900.39453,-2728.254395,141.6125031,-813.7328491,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_70-O_35-ts_100,Tx28,4,540,84,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13624.4541,18028.5293,1790.035034,348560.7813,2024297.875,-1915.28125,-216.7828522,3396.124268,2380.816406,253366.5625,759745.1875,53.671875,-28.45741081,337.1422729,2104.9021,57749.32813,128969.5625,1301.366211,5976.665527,574.6370239,2220.559814,19225.57813,1191.768066,480.625,0,0,0,0,0,0,0,0,25939.39844,-2569.277344,309.9267273,-1180.03064,25939.39844,-2569.277344,309.9267578,-1180.03064,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_15-ts_85,Tx28,4,540,96,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14220.36914,15878.74023,7479.093262,380897.125,1881030.375,644640.125,-148.9763794,3614.547607,1177.219116,186867.7813,845599.625,-1438.15625,-31.34789467,349.9483948,5244.052734,30838.84375,135630.9375,900.5,9814.507813,152.453064,2629.68335,8210.5625,359.8671875,5156.5,0,0,0,0,0,0,0,0,20938.10938,2082.916748,-43.19462585,-477.8117371,20938.10938,2082.916748,-43.19462585,-477.8117371,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_15-ts_100,Tx28,4,540,96,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12520.57813,15496.50781,7094.12793,380502.1875,1811094.5,646656.625,-129.9098358,3901.252686,962.7557983,199716.9844,874467.1875,-1148.917969,-9.773744583,558.4863281,4838.788086,48561.28906,172664.0781,562.5625,8677.09668,272.9125977,2339.807617,18697.95313,1141.125,3983.125,0,0,0,0,0,0,0,0,20947.75781,2144.627441,143.4841156,-735.8518677,20947.75781,2144.627441,143.4841003,-735.8519287,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_20-ts_85,Tx28,4,540,96,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14873.23438,16699.31641,6695.52832,390324.9688,1971811.875,485457.125,-158.479538,3211.148682,1412.318115,191934.4375,790986.125,-1550.705078,-30.02443504,221.3586731,4896.692383,26066.74414,111075.9141,916.515625,9620.275391,185.5093994,2711.475586,6753.330078,263.3563232,4394.125,0,0,0,0,0,0,0,0,22115.68945,929.147644,-56.51712036,-488.3032532,22115.68945,929.147583,-56.51712036,-488.3032532,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_20-ts_100,Tx28,4,540,96,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12899.52734,16287.14941,6262.466797,386640.125,1895431.75,490219.5625,-137.6529694,3543.417725,1171.0177,206727.8438,829378.375,-1249.234375,-10.71781445,433.9182434,4429.854004,43788.12891,147182.0938,582.0703125,8406.056641,318.459137,2400.071533,16276.88281,990.3203125,3095.15625,0,0,0,0,0,0,0,0,22147.90234,989.1994629,117.4861908,-754.5708008,22147.90234,989.1993408,117.4861908,-754.5708008,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_25-ts_85,Tx28,4,540,96,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15727.26758,17518.89844,5806.07666,394637.25,2062292.25,298242.4688,-170.6456146,2896.209229,1721.029419,197603.7344,736570.1875,-1731.039063,-28.65720558,142.0676422,4526.931152,21467.33594,86234.86719,922.6953125,9378.644531,218.2003021,2797.97876,5291.964844,171.1505127,3467.5,0,0,0,0,0,0,0,0,23286.97266,-209.4456482,-80.49369812,-497.01651,23286.97266,-209.4456482,-80.49375916,-497.01651,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_25-ts_100,Tx28,4,540,96,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13487.08984,17078.52734,5342.261719,387466.3125,1979673.375,309130.9688,-147.9295807,3295.793701,1429.434937,214344.9375,784557.75,-1412.335938,-11.45671463,308.2458496,4007.657959,39370.97656,121305.6563,589.9003906,8100.161133,364.551239,2467.797607,13341.84375,842.9182129,1969.75,0,0,0,0,0,0,0,0,23336.19531,-139.187439,73.76301575,-770.75,23336.19531,-139.187439,73.76301575,-770.75,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_30-ts_85,Tx28,4,540,96,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16745.04883,18342.28711,4866.575684,395779.6563,2150871.75,85429.84375,-183.9924469,2596.566406,2182.246338,203954.2188,683401,-1938.851563,-27.12789536,184.513031,4138.140137,17072.21094,61567.35156,923.3466797,9090.208008,250.417038,2882.540039,7321.933594,85.64672852,2397.5,0,0,0,0,0,0,0,0,24456.33203,-1346.078369,-104.9387817,-505.2980957,24456.33203,-1346.078369,-104.9387817,-505.2980957,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_30-ts_100,Tx28,4,540,96,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14240.41699,17872.66602,4366.177246,385245.0313,2061891.25,105715.6563,-159.2327118,3049.088867,1832.617432,222572.4688,741016.5,-1598.68457,-11.91229343,216.7967072,3573.488037,35154.39453,95630.35156,592.75,7758.294434,410.3649292,2536.821289,10194.375,702.53125,701.1210938,0,0,0,0,0,0,0,0,24521.75,-1263.621582,28.32136536,-786.432312,24521.75,-1263.621704,28.32136536,-786.432312,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_35-ts_85,Tx28,4,540,96,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17917.66406,19152.1582,3902.322754,393788.25,2237671.5,-840.2910156,-197.7245941,2390.784424,2758.531494,210937.2344,631601.375,-2153.976563,-25.41812706,332.8590393,3763.484131,13898.90039,37071.39063,921.3964844,8767.741211,281.1030579,2963.036621,9723.324219,5.9609375,1245.5,0,0,0,0,0,0,0,0,25623.33594,-2480.619873,-129.4794159,-513.2175293,25623.33594,-2480.619873,-129.4794159,-513.2175293,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_80-O_35-ts_100,Tx28,4,540,96,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15146.22559,18653.8418,3376.76001,380070.0938,2142150.5,-470.8828125,-170.8210602,2860.00708,2340.791016,231317.7813,698876.0625,-1789.664063,-12.09250641,201.5580139,3175.015381,31105.33203,70186.92969,593.75,7391.509277,454.507782,2605.240479,6890.382813,569.2687988,556.25,0,0,0,0,0,0,0,0,25704.94141,-2385.649414,-17.43183899,-801.8399658,25704.93945,-2385.649414,-17.43183899,-801.8399658,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_15-ts_85,Tx28,4,540,108,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14727.2041,16447.5957,9008.051758,414888.5,1986974.875,850626.1875,-139.9805298,3263.235107,1379.948853,169572.1563,795808.875,-2366.154297,-20.20251274,105.9606781,6240.572754,17251.50391,81973.65625,383.7324219,10090.55273,132.3409729,2841.894775,10548.21094,59.30664063,6626.765625,0,0,0,0,0,0,0,0,21149.42188,1945.97168,-272.9852295,-322.3911438,21149.42383,1945.97168,-272.9852295,-322.3911438,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_15-ts_100,Tx28,4,540,108,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13083.79785,16082.91699,8580.188477,416240.5,1915268.375,847988.375,-141.7493896,3540.084473,1536.068115,185387.0781,832601.6875,-2050.4375,-17.91211891,281.9603271,5804.288086,31086.23828,116567.2344,193.625,9071.876953,246.337265,2547.834717,9095.492188,788.3728027,5593.8125,0,0,0,0,0,0,0,0,21159.21094,2013.380249,-141.8756104,-530.6981201,21159.21094,2013.380249,-141.8756104,-530.6981201,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_20-ts_85,Tx28,4,540,108,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15407.87305,17225.89453,8255.408203,423764.6875,2076422.375,683968.125,-147.998703,2820.434326,1245.415894,173171.1094,734377.625,-2490.923828,-18.79589653,57.32960892,5906.836914,14714.4707,61523.48438,448.7734375,9889.269531,147.6170654,2929.856689,11979.6875,-4.5,5933.625,0,0,0,0,0,0,0,0,22218.36523,868.0665283,-263.6069336,-322.8067322,22218.36523,868.0665283,-263.6069336,-322.8067627,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_20-ts_100,Tx28,4,540,108,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13523.76172,16839.29492,7730.609863,421507.625,1998700.875,684126.875,-148.8735046,3150.055908,1040.268311,190877.1875,781111.375,-2121.392578,-18.04304314,169.4902802,5408.697754,26693.50781,94083.72656,250.25,8832.606445,270.33255,2622.871826,7530.882813,657.6953125,4794.0625,0,0,0,0,0,0,0,0,22256.3418,926.3897705,-147.9589386,-534.755249,22256.34375,926.3897705,-147.9589386,-534.755249,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_25-ts_85,Tx28,4,540,108,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16276.48145,18003.66992,7411.599609,427756.8125,2165672.75,489381.9688,-158.1460266,2451.631104,1554.118408,177292.3125,673039.625,-2674.251953,-17.25998878,148.6437378,5557.474121,12228.45508,40717.65625,505.8466797,9650.666016,162.1872711,3016.838379,13579.40234,-64.78662109,5191.75,0,0,0,0,0,0,0,0,23283.58203,-199.8074036,-261.9364014,-321.8209229,23283.58203,-199.8074036,-261.9364014,-321.8209229,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_25-ts_100,Tx28,4,540,108,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14158.60938,17597.00977,6856.438477,421708.4375,2082202,495748.625,-158.1007385,2845.981201,1298.442383,196820.75,729686.75,-2247.359375,-17.98417282,129.8661957,5006.479492,22409.23047,71111.03125,298.5,8567.238281,294.176178,2699.24292,6127.46875,528.5513916,3896.109375,0,0,0,0,0,0,0,0,23345.39844,-141.2136536,-167.2897644,-536.87677,23345.39648,-141.2136536,-167.2896423,-536.87677,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_30-ts_85,Tx28,4,540,108,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17300.39648,18785.30664,6486.789551,428682.625,2253213.5,269235.0938,-169.1917419,2131.020264,1930.372925,182043.6563,612940.25,-2880.955078,-15.56259537,270.0274048,5194.992676,9821.777344,19981.98438,557.1875,9375.682617,176.1972809,3096.888184,15161.875,-119.753418,4403.75,0,0,0,0,0,0,0,0,24347.07031,-1265.776855,-260.8153687,-320.4603271,24347.07031,-1265.776978,-260.8153687,-320.4603271,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_30-ts_100,Tx28,4,540,108,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14949.66406,18357.6543,5918.563477,418938.7813,2163912.5,285052.375,-168.1290436,2546.299805,1632.670898,203354.4531,679503.75,-2392.90625,-17.70346642,176.3407593,4597.790039,19418.67578,48221.93359,341.5625,8274,317.6031799,2771.383057,6348.054688,404.96875,2913.125,0,0,0,0,0,0,0,0,24432.13477,-1205.416016,-188.0773621,-538.6241455,24432.13477,-1205.415894,-188.0773621,-538.6241455,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_35-ts_85,Tx28,4,540,108,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,18472.49219,19554.10742,5508.658691,426528.375,2339151.5,25977.92188,-180.5085907,1868.978271,2479.550293,187371.3906,554203.9375,-3092.793945,-13.68893623,391.0647888,4827.236816,10185.33594,886.7546387,604.8125,9075.862305,189.0642242,3168.244141,16717.82422,-170.1992188,3606.375,0,0,0,0,0,0,0,0,25408.38281,-2329.566406,-260.0054626,-318.7909851,25408.38281,-2329.566406,-260.0054626,-318.7909851,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_90-O_35-ts_100,Tx28,4,540,108,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15885.58984,19105.99609,4939.299316,413235.375,2243877.75,54443.48438,-178.361969,2345.087402,2121.661865,210433.375,630699.0625,-2541.285156,-17.2063446,312.306488,4189.058594,16860.02344,25455.96094,381.875,7962.744629,339.8034058,2837.869385,8418.921875,287.015625,1893.5,0,0,0,0,0,0,0,0,25516.67578,-2267.181885,-209.2979736,-540.1782227,25516.67578,-2267.181885,-209.2980347,-540.1782837,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_15-ts_85,Tx28,4,540,120,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14610.48047,16899.38672,10541.88574,450378.0625,2080521.25,1063596.625,-153.2667389,2903.803711,2099.244873,151603.125,740110.25,-2941.375,-9.560445786,112.2445908,6995.563965,11738.86133,39975.34766,77.125,9807.072266,102.6099396,2924.404297,16432.11328,-39.57922363,10020.3125,0,0,0,0,0,0,0,0,21338.42773,1779.787109,-404.7875366,-213.4082947,21338.42773,1779.786987,-404.7875366,-213.4082947,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_15-ts_100,Tx28,4,540,120,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13083.52441,16551.8457,10022.6543,454196.1563,2007792.75,1056108.125,-128.5846405,3215.087158,2201.480957,170351.75,784026.1875,-2809.125,-11.05560589,95.22032928,6549.621582,21274.46875,71059.23438,-106.71875,8956.304688,206.1319122,2645.757568,8361,400.234375,8377.03125,0,0,0,0,0,0,0,0,21344.5332,1858.994995,-325.6159363,-377.8948364,21344.5332,1858.994995,-325.6160583,-377.8948364,0,0,0,0,0,0,0,0
Tx28-L_45-Nb_4-S_100-O_20-ts_85,Tx28,4,540,120,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15282.41211,17635.10547,9770.470703,460800.125,2167949.75,889437,-157.7584229,2436.546143,1551.967896,153874.6875,673561.625,-3046.240234,-8.064688683,151.8470612,6670.240723,13651.36719,23769.30469,176.0625,9574.139648,108.7476349,2995.319336,17247.35352,-87.92749023,8315.1875,0,0,0,0,0,0,0,0,22315.50781,768.0014038,-373.3231812,-210.1697083,22315.50781,768.0014038,-373.3231812,-210.1697083,0,0,0,0,0,0,0,0
